가맹점관리,,,,
,,,,
,가맹점명,업종명,전화,가맹점주소
,아람중화요리,중식,028177878,서울 동작구 현충로 151 상가동2층10호
,아리알찬협동조합 해피트리,한식,028240216,서울 동작구 상도로30길 40 상가동
,양자강,중식,028334332,서울 동작구 여의대방로 86-1 （신대방동）
,영빈관,중식,028133088,서울 동작구 장승배기로19길 21 （노량진동）
,옛날짜장,중식,028178151,서울 동작구 여의대방로36길 1 （대방동）
,올리브떡볶이,한식,028261005,"서울 동작구 장승배기로 40, 1층 （상도동）"
,이수식당,한식,025347331,"서울 동작구 동작대로33가길 27, 1층（사당동）"
,자금성,중식,025334102,"서울 동작구 사당로23바길 9 101（사당동,동작삼성래미안아파트상가1층）"
,자금성,중식,025812199,서울 동작구 사당로16가길 97 （사당동）
,주래등,중식,025341372,서울 동작구 사당로29가길 12 （사당동）
,주래등,중식,025341373,서울 동작구 사당로29가길 12 （사당동）
,채홍,중식,028179885,서울 동작구 상도동 578번지
,청담김밥,한식,025973808,서울 동작구 사당로16길 28 .1층 （사당동）
,충무김밥,일반대중음식,025988249,"서울 동작구 사당로29가길 26, 2층 （사당동）"
,태영중국요리,중식,028325080,서울 동작구 대림로 23 （신대방동）
,태원,중식,028175154,서울 동작구 등용로 81 （대방동）
,토모니베이커리,제과점,028225918,"서울 동작구 상도로 370, 10 （상도동）"
,파리바게뜨 사당태평점,제과점,0234760049,서울 동작구 동작대로 115 .
,파리바게뜨 상도4동점,제과점,028121597,"서울 동작구 양녕로26길 29, 102 （상도동, 파크빌딩）"
,파리바게뜨 상도건영,제과점,028221597,서울 동작구 상도2동 20-8번지 은혜빌딩 103호 104호 105호
,파리바게뜨 신대방삼거리역,제과점,028211045,서울 동작구 국사봉1길 4 （상도동）
,파리바게뜨（상도점）,제과점,028137276,"서울 동작구 장승배기로 76, 1층 （상도동）"
,파리바게뜨노량진2호,제과점,028120975,서울 동작구 노량진로 118 （노량진동）
,파리바게뜨동작대방점,제과점,028447091,"서울 동작구 등용로 85, 1층 （대방동）"
,파리바게뜨보라매역점,제과점,028210088,서울 동작구 신대방2동 377-1
,파리바게뜨상도역점,제과점,028211228,"서울 동작구 양녕로 266 （상도1동,1층및지층）"
,팡딜리과자점,제과점,0264658504,"서울 동작구 장승배기로 33, 1층 （상도동）"
,피자스쿨,패스트푸드,028766662,서울 동작구 상도2동 25-27번지
,한나식빵신대방삼거리역점,제과점,028171247,"서울 동작구 보라매로 98, 1층 （신대방동）"
,한솥,한식,028232610,"서울 동작구 노량진로 110, 건설상가 106 （노량진동）"
,해피트리,한식,0211131111,서울 동작구 상도로30길 40 1층101호
,홀라닭강정,일반대중음식,028779295,"서울 동작구 신대방길 11, 1층 （신대방동）"
,홍콩반점 0410노량진점,중식,028160411,"서울 동작구 만양로 110, 2층 （노량진동）"
,흑석동 명당김밥,한식,028247958,서울 동작구 현충로 94 （흑석동）
,GS25신림신성점,할인점/슈퍼마켓,028862323,서울 관악구 신림2동 103-109
,가비수（구. 거니는집）,한식,028564376,서울 관악구 신원로 23 （신림동）
,거목쟁반짜장,중식,028590035,서울 관악구 난우길 45 （신림동）
,고시칼국수,한식,07078030001,"서울 관악구 신림로18가길 42, 1층 （신림동）"
,궁전,한식,028879914,서울 관악구 광신길 238 （신림동）
,기사분식,한식,028072816,서울 관악구 신림8동 1654-9번지
,김가네,일반대중음식,028773737,"서울 관악구 은천로 93, 109 벽산타운2상가 （봉천동, 관악벽산블루밍아파트）"
,김밥드림,한식,025255640,서울 관악구 남현길 6 （남현동）
,김밥마을,한식,028830797,서울 관악구 국회단지길 10 （봉천동）
,김밥사랑,한식,028716021,서울 관악구 신림5동 1451-1번지
,김밥천국,한식,028597009,"서울 관악구 난곡로24길 2, 1층 （신림동）"
,김밥천국,일반대중음식,028591331,"서울 관악구 신원로3가길 11-5 （신림동,1층）"
,김밥천국,한식,028630019,서울 관악구 신림12동 1680-10번지
,김밥천국,한식,028536706,서울 관악구 신림4동 500-1번지 1층
,김밥천국,한식,028620351,서울 관악구 남부순환로 1471 1층 남성빌딩 김밥천국 （신림동）
,남자피자서울대입구역점,일반대중음식,0226796605,서울 관악구 은천로25길 9-2 101호
,다빈,한식,0225841918,서울 관악구 남부순환로233길 10 （봉천동）
,돌체（dolce）,제과점,028776902,서울 관악구 쑥고개로 84 1층
,동보성,중식,028553333,"서울 관악구 조원중앙로1길 7, 1층 （신림동）"
,뚜레쥬르 신림사거리점,제과점,028661906,"서울 관악구 남부순환로 1619-1, 1층 （신림동）"
,만리성,중식,028300077,서울 관악구 난곡로57길 47 1층（신림동）
,무지개분식,한식,028759210,서울 관악구 청룡3길 21 （봉천동）
,별미분식,한식,07081019705,"서울 관악구 남현2길 46, 1층 101호（남현동）"
,복이네,한식,028850525,서울 관악구 청림6길 19-3 （봉천동）
,봉이돈가스,한식,028777009,"서울 관악구 남부순환로 1754, 1층 （봉천동）"
,삼겹특공대,한식,0211131111,서울 관악구 봉천로41길 5 1층
,삼미김밥,한식,0211121111,서울 관악구 신원로 4 지상1층
,슈크림,제과점,0260530013,"서울 관악구 은천로 66, 1층 （봉천동）"
,신왕짜장,중식,028399989,서울 관악구 난곡로 105 （신림동）
,영신원,중식,028544373,서울 관악구 신림8동 564-2
,왕서방,중식,028671600,서울 관악구 신원로2길 6
,우주핫떡볶이,한식,028650700,서울 관악구 남부순환로156길 10 1층（신림동）
,잘되는 분식집,일반대중음식,028877846,서울 관악구 장군봉1길 46 .
,주식회사 에덴스푸드,식품류제조업,028582953,"서울 관악구 조원중앙로2길 111, 1층 （신림동）"
,중국성,중식,0215880000,서울 관악구 조원중앙로 23 1층
,체리이야기,한식,,서울 관악구 인헌길 38 （봉천동）
,파리바게뜨,제과점,028828200,서울 관악구 봉천1동 953-1
,파리바게뜨,제과점,0232857336,서울 관악구 봉천동 1708-1 두산@ B상가 106
,파리바게뜨 난곡문성,제과점,028620082,서울 관악구 신림12동 1680-8번지 1층
,파리바게뜨 난곡사거리점,제과점,028693514,서울 관악구 난곡로 316 1층
,파리바게뜨 난곡세이브점,제과점,028693514,서울 관악구 난우길 16 1층
,파리바게뜨 난곡점,제과점,028515548,서울 관악구 신림동 634-2
,파리바게뜨 난곡휴먼시아,제과점,0211115555,"서울 관악구 난곡로 60 1층 105호,106호（신림동,산타플러스빌딩）"
,파리바게뜨 봉천역점,제과점,028762895,"서울 관악구 남부순환로 1733, 1층 （봉천동）"
,파리바게뜨 신림역점,제과점,028715245,서울 관악구 신림로 329 1층
,파리바게뜨 신림푸르지오점,제과점,028632226,서울 관악구 남부순환로 1434 1층 （한미빌딩）
,파리바게뜨 은천길입구점,제과점,028833775,서울 관악구 은천로 1 1층
,파리바게뜨（신림신원점）,제과점,028588867,"서울 관악구 신원로 2, 1층 （신림동）"
,파리바게뜨난곡세이브점,제과점,028683001,"서울 관악구 난우길 16, 1층 （신림동）"
,파리바게뜨당곡사거리,제과점,028728476,서울 관악구 보라매로 14 （봉천동）
,푸드2900 봉천사랑점,한식,028884805,서울 관악구 봉천9동 940-11번지 1층
,한솥,한식,028739290,서울 관악구 봉천6동 1685-31
,한솥,한식,028856303,서울 관악구 봉천7동 1664-16
,한솥 관악난곡점,한식,0264487537,서울 관악구 난곡로 169 1충
,한솥도시락 신림신성초교점,한식,028780055,"서울 관악구 신림로 108 （신림동, 운륭빌딩）"
,한솥도시락 신림양지병원점,한식,028762227,"서울 관악구 남부순환로 1640, 양지병원건물 B1층 （신림동）"
,한솥도시락신림 9동고시촌점,한식,028869949,서울 관악구 호암로24길 77 （신림동）
,행운중화요리,중식,028848282,서울 관악구 구암길 46 （봉천동）
,향도장,중식,028829765,서울 관악구 인헌길 23 （봉천동）
,홍반점,중식,028770772,"서울 관악구 봉천로 356 （봉천동, 도원맨션）"
,황금짜장,중식,028779444,서울 관악구 장군봉1길 19 （봉천동）
,（주）글로벌지엔 한나식빵 우면점,일반대중음식,07046968138,서울 서초구 바우뫼로7길 64-11 1층
,（주）더비에이치엘,제과점,025776078,"서울 서초구 청계산로 10 （양재동, 농협하나로클럽）"
,（주）애플하우스분식,한식,025951629,서울 서초구 신반포로 50 엘동205호
,（주）이지에프엔씨,한식,025951511,"서울 서초구 서초대로 99 1,2층"
,1001식당,한식,025968592,"서울 서초구 효령로 182-7 （방배동, 현진빌딩）"
,가마솥김밥 청계산입구역점,한식,025776696,"서울 서초구 청계산로 195, 프라임시티 1층 108호 （신원동）"
,경복베이커리,제과점,025769989,"서울 서초구 태봉로2길 60, 상가동 1층 102호 （우면동, 서초네이처힐3단지）"
,고봉민김밥인 강남아르누보씨티점,한식,025853690,"서울 서초구 서초대로74길 49 1층 104호 （서초동, 아르누보씨티2）"
,고찌소,양식,027785637,"서울 서초구 동광로 61, 1층 （방배동）"
,곰쉐프 진곰탕,한식,025726829,"서울 서초구 헌릉로8길 9-8, 1층 106호 （내곡동, 내곡프라자）"
,공리,중식,025975888,서울 서초구 반포대로7길 7 1층 （서초동）
,광주식당,"모텔,여관,기타숙박",025374447,서울 서초구 반포본동 817반포상가 이블럭9
,궁,중식,025914078,"서울 서초구 서초대로23길 21, 103 （방배동, 정방빌딩）"
,김가네,한식,025773056,서울 서초구 양재동 327-5
,김가네,한식,0234734433,서울 서초구 방배로 32 （방배동）
,김가네 우면네이처힐,한식,025712230,서울 서초구 태봉로 70 101호 우면프라자
,김가네（방배본동）,한식,025926320,"서울 서초구 방배중앙로 167 （방배동,1층）"
,김밥나라,한식,025292966,"서울 서초구 바우뫼로7길 13, 103호 （우면동, 한일프라자）"
,김밥사랑,한식,025880122,"서울 서초구 서초대로 240, 지하1층 B15,B16호 （서초동, 서초동동일하이빌）"
,김밥천국,한식,025259006,서울 서초구 반포대로28길 21-4 （서초동）
,김밥천국,한식,025364009,"서울 서초구 나루터로 37, 신사쇼핑센터 （잠원동）"
,김밥천국,한식,025358545,서울 서초구 동광로 70 （방배동）
,김밥천국,일반대중음식,029090068,"서울 서초구 서초중앙로 15, 103 현대슈퍼빌상가 （서초동, 현대슈퍼빌）"
,김밥천국,한식,025949784,서울 서초구 반포본동 1050번지 반포상가 J-17호
,까르보마마,양식,025747421,"서울 서초구 강남대로16길 21, 1층 （양재동）"
,까치네분식,한식,025865208,서울 서초구 남부순환로 2561 1층
,꿀맛김밥,한식,0237886300,서울 서초구 강남대로 455 지하1층 119호
,나리김밥,일반대중음식,025932251,서울 서초구 방배본동 768-18 1층1-3호
,달김밥,한식,07011131111,서울 서초구 사평대로56길 7 1층 114호
,닭장수 후라이드 우면점,일반대중음식,025778225,서울 서초구 태봉로2길 5 1층101호
,대전집,한식,025992843,서울 서초구 반포본동 817 반포상가E블럭21호
,대호 장가네 만두,한식,025769874,"서울 서초구 동산로 18, 101호 （양재동）"
,던킨도너츠 반포점,제과점,025432578,"서울 서초구 주흥길 3, 105호 （반포동）"
,동네그집,한식,025757550,"서울 서초구 효령로4길 24, 1층 104호 105호 106호 （방배동, 와이엠빌딩）"
,동원,중식,025740703,서울 서초구 동산로13길 48 1층（양재동）
,두리식당,한식,025821334,"서울 서초구 효령로 76, 지층 （방배동）"
,뚜레쥬르 교대역점,제과점,0234710094,서울 서초구 서초대로 346 1층 101호
,루스티크（,제과점,024237776,"서울 서초구 반포대로21길 39, 1층 （서초동）"
,리향,중식,025253580,서울 서초구 서초동 525번지
,마미스피크닉,한식,025330440,"서울 서초구 나루터로 37 121호 （잠원동, 신사쇼핑）"
,만나요 스넥,한식,025368393,"서울 서초구 신반포로15길 29 1층 104호（반포동, 신반포쇼핑센타）"
,만다린,중식,025833000,서울 서초구 방배로23길 13 2층
,만다린,중식,025255063,서울 서초구 남부순환로335길 37 1층
,맷돌로만,한식,025351233,"서울 서초구 신반포로 22, H동 5호 6호 （반포동）"
,멧돌로만청계산점,한식,025749691,서울 서초구 청룡마을3길 11 1층
,명궁,중식,025727003,"서울 서초구 바우뫼로7길 13 202（우면동,2층202호～203호）"
,명인만두 내방역점,한식,025350248,"서울 서초구 방배로 195, 108호 （방배동, 이수아파트）"
,미스사이공（양재점）,일반대중음식,025827373,"서울 서초구 남부순환로347길 59 1층 104호 （서초동,서일빌딩）"
,밀브레드,제과점,021331111,서울 서초구 청계산로 195 1층 109호 프라임시티
,바우네나주곰탕,한식,025717881,서울 서초구 강남대로10길 29 1층
,바푸리숯불김밥,한식,025822227,"서울 서초구 효령로55길 22, 1층 101호 （서초동, 그린빌오피스텔）"
,밥상은보약,한식,025555555,"서울 서초구 태봉로2길 30, 6단지상가 105호 （우면동, 서초네이처힐6단지）"
,방배 쭈꾸미랑,한식,025353856,"서울 서초구 서초대로25길 35, 1층 （방배동）"
,버거킹 방배카페거리점,패스트푸드,025999940,"서울 서초구 방배중앙로 200, 지하1, 1층（ 방배동）"
,베르디,일반대중음식,025782044,"서울 서초구 동산로13길 40, 101호 （양재동）"
,보쌈마루 양재at점,한식,025782396,서울 서초구 강남대로10길 21 2층
,본죽,한식,025365346,서울 서초구 방배본동 760-2번지 후생시설 1동 308호
,북경,중식,025219270,서울 서초구 방배로13길 15 （방배동）
,브레드 102,제과점,0216611465,"서울 서초구 방배로39길 46, 1층 （방배동）"
,뺑드비,제과점,025850560,서울 서초구 효령로 15 （방배동）
,사랑방참숯갈비,한식,025956275,"서울 서초구 동광로 34,1층 （방배동）"
,사랑채,한식,025720352,"서울 서초구 언남길 15-6, 1층 （양재동, 농산빌딩）"
,삼시세끼,한식,025211987,서울 서초구 명달로 98 （서초동）
,생생돈까스 신반포점,양식,025375524,서울 서초구 신반포로 100 B05호
,샬롬분식,한식,025745567,"서울 서초구 동산로12길 13-4 101（양재동,1층）"
,서강쇠떡볶이,한식,025858281,서울 서초구 효령로52길 8 1층 106호
,서호김밥,한식,025944434,서울 서초구 방배중앙로 141-1 （방배동）
,석우분식,한식,025210807,"서울 서초구 방배천로8길 8, 1층 （방배동, 경인빌딩）"
,소담애 족발보쌈 전문점,한식,025368063,"서울 서초구 서초대로77길 62, IPARK 111호,112,113호 （서초동）"
,스파게티스토리,일반대중음식,0220387253,"서울 서초구 사평대로 349, 101호 （반포동, 서초빌딩）"
,시골밥상,한식,025889737,서울 서초구 남부순환로333길 27 （서초동）
,연화산,중식,025916699,"서울 서초구 방배중앙로 155, 1층 （방배동, 우리빌딩）"
,옛집큰손,한식,025226525,서울 서초구 효령로68길 110 1층
,오봉도시락,일반대중음식,07087857130,"서울 서초구 효령로 222 1층（서초동, 청산빌딩）"
,왕냉면왕돈까스,한식,025772959,서울 서초구 강남대로34길 38 1층
,용두산,한식,025322858,서울 서초구 반포본동 1050 반포상가 J동4호
,우리밀칼국수,한식,020201111,서울 서초구 동광로11길 1 1층 （방배동）
,우리집김밥,한식,025860010,"서울 서초구 서초대로78길 56, 111호"
,원주추어탕,한식,025993545,"서울 서초구 방배중앙로 148, 1층 （방배동, 화신빌딩）"
,의정부부대찌개,양식,025365900,서울 서초구 방배중앙로 181 （방배동）
,이삭장터,식품잡화,0234610204,서울 서초구 동산로 46 （양재동）
,인차이나,중식,025977277,서울 서초구 서초대로24길 38 （방배동）
,작은마을,한식,025948422,"서울 서초구 강남대로 455, 데시앙루브상가 305 （서초동）"
,장갈비,한식,025738292,"서울 서초구 동산로 90, 1층 （양재동）"
,장여사김밥,한식,025737773,서울 서초구 양재대로2길 8 1층
,전주집,한식,025914892,서울 서초구 반포본동 817 반포상가 E-17
,정성한줄 청계산역점,한식,025878253,"서울 서초구 청계산로9길 1-3, 1층 101호 （신원동）"
,주래등,중식,025865105,서울 서초구 방배천로8길 15 （방배동）
,주식회사 랑랑,중식,025298884,서울 서초구 강남대로10길 21 1층 （양재동）
,주식회사 에스비에프홀딩스,한식,025913297,서울 서초구 방배로 178 .
,착한쭝식 방배점,중식,025911126,서울 서초구 방배중앙로21길 7 1층（방배동 우승빌딩）
,착한토스트,일반대중음식,0211131111,서울 서초구 동산로14길 2 1층
,천안문,중식,025180232,서울 서초구 사평대로55길 42 （반포동）
,청계미당도시락,한식,025778155,서울 서초구 원터길 22 1층（원지동）
,청송식당,한식,025995044,"서울 서초구 서초대로 3-4, 지하1층 110호 （방배동, 방배디오슈페리움I）"
,최고집손짬뽕,중식,025760288,서울 서초구 강남대로10길 7 （양재동）
,킴스그릴,한식,025875239,"서울 서초구 방배로 83-14, 1층 나호 （방배동, 명일빌딩）"
,타쿠야,일반대중음식,025225662,"서울 서초구 효령로49길 38 （서초동,1층）"
,텐쿡,한식,025833961,"서울 서초구 반포대로19길 9-4, 1층 （서초동）"
,토마토도시락 신논현점,일반대중음식,025408566,서울 서초구 강남대로83길 21 1층
,파리바게뜨 내곡지구점,제과점,025290428,"서울 서초구 헌릉로8길 45, 104호 （내곡동）"
,파리바게뜨 서래마을점,제과점,0234818200,"서울 서초구 서래로 47, 1층 （반포동）"
,파리바게뜨 서초참누리점,제과점,025735778,"서울 서초구 양재대로2길 109, 101호 참누리에코리치 （우면동）"
,파리바게뜨 양재2호점,제과점,025738273,"서울 서초구 동산로 20, 1층 （양재동, 태화빌딩）"
,파리바게뜨방배점,제과점,025980425,서울 서초구 방배로8길 4 （방배동）
,파머스피크닉김밥,일반대중음식,0211121111,서울 서초구 방배로 232 1층
,파파이스,패스트푸드,025168823,"서울 서초구 사평대로57길 54, 1층 （반포동）"
,판이판베이커리,제과점,023181210,서울 서초구 태봉로2길 5 상가동 1층 03호
,평강꼬마김밥,한식,027575355,"서울 서초구 바우뫼로7길 8, 지하1층 118호 （우면동）"
,푸드까페 다와,한식,025715717,"서울 서초구 태봉로 70, 108호 （우면동, 우면프라자）"
,푸드카페 김밥천국 신논현역점,한식,025461842,"서울 서초구 주흥길 3, 1층 102호 103호 （반포동）"
,한솥,한식,025367747,서울 서초구 동광로12가길 21 （방배동）
,한솥도시락,한식,025780300,서울 서초구 동산로 75 （양재동）
,한솥도시락,한식,025842861,서울 서초구 효령로 314 （서초동）
,행복밥상,한식,025368825,"서울 서초구 마방로10길 18-15, 1층 2호 （양재동, 극동빌딩）"
,행복한 반찬,식품류제조업,025831468,"서울 서초구 사임당로 143, 105동 1호 폭스타운 （서초동）"
,향원,중식,025235558,서울 서초구 방배로 83-14 2층
,호산숯불갈비,한식,025995782,서울 서초구 방배중앙로 114 （방배동）
,홈앤찬 컴퍼니,식품잡화,0211121111,서울 서초구 안골1길 6-2 지하 1층
,홍미면옥,한식,025330329,"서울 서초구 신반포로 15, 1호 E블럭 （반포동）"
,화일명가,한식,0234630988,서울 서초구 동산로6길 36 1층（양재동）
,훼미리,일반대중음식,0211131111,"서울 서초구 언남길 51 양재동,1층 102호"
,흥미면옥,한식,025959995,서울 서초구 신반포로 50 L동 1층 3호
,흥미진진,한식,025997997,"서울 서초구 신반포로 15 （반포동,E블럭15호）"
,5번분식,한식,0234115812,"서울 강남구 일원로3길 28, 1층 （일원동）"
,GS25 코스모타워,기타6,0234847736,"서울 강남구 영동대로 416, 107 （대치동, 케이티앤지타워）"
,GS25-지에스강남점,기타6,0232889980,"서울 강남구 논현로 508, GS25 지에스강남점 （역삼동）"
,강남 햅쌀만 꼬마김밥,한식,024459922,서울 강남구 밤고개로 231 A동 1층 104호
,강남김밥,일반대중음식,025629335,"서울 강남구 도곡로77길 6, 1층 （대치동）"
,기쁨이네분식,한식,024450921,서울 강남구 밤고개로34길 4 세곡상가 3블럭 내 점포5호
,김가네,한식,025739222,서울 강남구 선릉로6길 9 （개포동）
,김가네 대치3호점,한식,025668418,"서울 강남구 도곡로99길 23, 102 （대치동）"
,김가네김밥 수서역점,한식,0222263000,"서울 강남구 광평로 280, 지하2층 13호 （수서동, 로즈데일오피스텔）"
,김밥마을,한식,0234122692,"서울 강남구 양재대로33길 21, 1층 （일원동）"
,김밥세상25,한식,024456070,"서울 강남구 광평로51길 8, 1층 （수서동, 로얄프라자）"
,김밥천국,일반대중음식,024458292,"서울 강남구 언주로 313, 1층 102 （역삼동）"
,김밥천국,한식,025771848,서울 강남구 포이동 258-2번지
,김밥천국,한식,0222269709,"서울 강남구 광평로56길 8-9, 102 （수서동, 목화오피스텔）"
,김밥천국,한식,0234118834,서울 강남구 개포동 12-4번지 석탑프라자지상 1층 123호 124호
,김밥천국,한식,0220406658,"서울 강남구 밤고개로1길 10, 현대하이엘 1층 17-8 （수서동, 수서현대벤쳐빌）"
,난랑,중식,024455574,"서울 강남구 일원로9길 8, 지상 2층 （일원동）"
,날으는 돈까스,한식,0222265333,"서울 강남구 일원로5길 16, 1층 104호 （일원동）"
,다래원,중식,0222260888,"서울 강남구 광평로47길 17 2층 201,202,203호（수서동）"
,대림각,중식,0234112744,서울 강남구 일원로9길 52 .
,돈통마늘보쌈,한식,024515382,서울 강남구 헌릉로569길 9 1층 107호
,돈통마늘보쌈,한식,024515382,서울 강남구 헌릉로569길 9 1층 107호 （세곡동）
,동보성,중식,0222268881,"서울 강남구 개포로 660, 105호 （일원동）"
,동해,한식,025298258,"서울 강남구 논현로 48, 1층 지상 （개포동）"
,두꺼비왕족발 보쌈홍어 감자탕,한식,025747517,"서울 강남구 개포로36길 4-4, 101호 （개포동）"
,뚜레주르강남구청역점,제과점,0232729619,"서울 강남구 선릉로 664, 1층 101호 （삼성동, 건설빌딩）"
,뚜레쥬르 카페 강남세곡점,제과점,0234118833,서울 강남구 헌릉로569길 23 1층（세곡동）
,뚜레쥬르일원2동점,제과점,024457477,"서울 강남구 개포로 615, 1층 （개포동, 석탑프라자）"
,만다린,중식,025686831,"서울 강남구 논현로72길 16, 1층 102호 （역삼동, 초원빌딩）"
,만리장성,중식,024591253,서울 강남구 개포동 12번지 대치지구2단지종합상가 지층 1호
,만리장성,중식,024456001,"서울 강남구 개포로109길 9, 대치지구2단지종합상가 지층 1호 （개포동, 대치아파트）"
,만리장성,일반대중음식,024598833,"서울 강남구 개포로109길 9, 종합상가 지층 1호 （개포동, 대치아파트2단지）"
,만리장성,중식,024456001,"서울 강남구 개포로109길 9, 2단지종합상가 지층 1호 （개포동, 대치아파트）"
,만리향,중식,025582255,서울 강남구 역삼2동 734-10번지 지층
,명궁,중식,024450237,"서울 강남구 일원로3길 79, 1층 지상 （일원동）"
,몽스김밥,일반대중음식,0200000000,"서울 강남구 헌릉로570길 34, 1층 110호 （세곡동, 리엔파크프라자）"
,미래향,중식,025646133,서울 강남구 도곡로 443 （대치동）
,미소야,한식,025398980,"서울 강남구 삼성로61길 22, 1층 101 （대치동）"
,민서네 손칼국수,한식,024519421,"서울 강남구 광평로56길 11, 상가동 108호 （수서동, 수서6단지아파트）"
,밥（BAB）나무,한식,0222260112,서울 강남구 세곡동 세곡지구 5블록 세곡리엔파크5단지상가 103호
,봉구스밥버거,한식,025675094,서울 강남구 역삼로 454 1층（대치동）
,봉림장,중식,024450033,서울 강남구 밤고개로34길 4 （세곡동）
,부흥누릉지오리백숙,한식,025787746,"서울 강남구 선릉로10길 4, 1층 （개포동）"
,브리아몽 베이커리,제과점,023863833,서울 강남구 압구정동 16-22
,빵굼터,제과점,024590882,서울 강남구 수서동 7084단지102
,사보르,한식,0222263009,서울 강남구 개포3동 186-10 지상1층
,산들내음,한식,0260138000,서울 강남구 일원로9길 74 1층（일원동）
,서문성,중식,0222260887,"서울 강남구 광평로51길 22, 한아름상가 201 （수서동）"
,소문난 우동,한식,0234115283,서울 강남구 양재대로55길 5 지상1층
,소풍김밥전문점,한식,025187122,"서울 강남구 논현로176길 28, 101호 （신사동, 희진빌딩）"
,수타 손짜장,중식,024513864,"서울 강남구 개포로 615, 지하1층 115호 （개포동, 석탑프라자）"
,엘림25시마트,할인점/슈퍼마켓,024454114,서울 강남구 개포로128길 22 （일원동）
,연경,중식,024518982,"서울 강남구 광평로10길 15 상가동동 2층 214호（일원동,상록수아파트）"
,열짬뽕,중식,024457875,"서울 강남구 광평로51길 27 삼익상가, 지하11호"
,오니기리와 이규동（선릉점）,한식,025454290,"서울 강남구 선릉로86길 15, 102호 （대치동, 현대선릉골드타워）"
,우리닭강정,한식,0234112241,"서울 강남구 양재대로55길 15, 1층 5호 （일원동）"
,우리집,한식,0220406528,"서울 강남구 밤고개로1길 10, 지층 11 （수서동, 수서벤처빌）"
,우리집,한식,0234112780,"서울 강남구 광평로56길 11, 도시개발상가 지하1층 5725 （수서동）"
,운봉,중식,025617577,"서울 강남구 삼성로 348, 1층 102호 （대치동）"
,이삭반찬,식품잡화,024510204,서울 강남구 헌릉로590길 63 상가동 1층 102호
,이삭토스트（수서점）,일반대중음식,0234312230,"서울 강남구 광평로 280, 지하2층 125 （수서동, 로즈데일빌딩）"
,이에나피아（역삼점）,제과점,025535138,"서울 강남구 역삼로8길 21 （역삼동,1층）"
,일원카페,일반대중음식,021234567,서울 강남구 양재대로55길 37 지상1층 103호
,자금성,중식,025446651,서울 강남구 청담2동 44-7
,제이티컴퍼니（주）,한식,025549662,서울 강남구 삼성로 155 123호 대치퍼스트빌딩 제이티컴퍼니（주） （대치동）
,진수분식,한식,0234123235,서울 강남구 수서동 746번지 까치마을 지하1층
,진시황,중식,025405643,"서울 강남구 논현로146길 10, 1층 （논현동）"
,카페 이에나파이,제과점,025150427,"서울 강남구 도산대로50길 9, 102호 （논현동, 청석빌딩）"
,파리바게뜨,제과점,025535434,"서울 강남구 삼성로 575, 1층 （삼성동）"
,파리바게뜨 강남포이점,제과점,025788100,"서울 강남구 개포로 209 （개포동, 1층）"
,파리바게뜨 개포점,제과점,024512296,서울 강남구 개포3동 186-4 지상1
,파리바게뜨 대청타워점,제과점,0234138253,"서울 강남구 개포로 623, 1층 121호 （개포동, 대청타워）"
,파리바게뜨 세곡지구점,제과점,0234110855,"서울 강남구 헌릉로 569, 지상1층 108호 （세곡동）"
,파리바게뜨 수서역점,제과점,0234131830,"서울 강남구 광평로 280 1층 11호 （수서동,로즈데일）"
,파리바게뜨 수서점,제과점,024598245,"서울 강남구 광평로51길 8, 1층 103호 （수서동, 로얄프라자）"
,파리바게뜨 역삼래미안,제과점,0220514888,"서울 강남구 역삼로 306, 지상 1층 107호 （역삼동, 개나리래미안）"
,파리바게뜨 일원주공점,제과점,0234110082,"서울 강남구 양재대로55길 13, 1층 （일원동, 조이빌딩）"
,파리바게뜨 자곡점,제과점,024518228,"서울 강남구 자곡로 201 1층 122, 123호"
,파리바게뜨개포행복,제과점,0220578204,"서울 강남구 선릉로 50, 지상 1층 （개포동, 경빌딩）"
,파파스 돈까스,한식,0234140332,서울 강남구 일원로9길 74 （일원동）
,피자스쿨,패스트푸드,024591141,"서울 강남구 양재대로55길 15, 103 （일원동）"
,피자스쿨 역삼1동점,패스트푸드,025641688,"서울 강남구 역삼로 145, 지상 1층 （역삼동）"
,피자스쿨대치점,패스트푸드,025580998,"서울 강남구 도곡로84길 6, 1층 （대치동）"
,피플족발,양식,024457008,서울 강남구 일원로5길 6 （일원동）
,하우츠,중식,025758114,"서울 강남구 논현로20길 4-36, 1층 （개포동, 장우빌딩）"
,한솔도시락수서역점,한식,024452332,"서울 강남구 광평로51길 22, 한아름상가 1층 102 （수서동）"
,한솥,한식,025383011,서울 강남구 역삼로 143 （역삼동）
,한솥,일반대중음식,025252522,서울 강남구 선릉로 657 （논현동）
,한솥 대치삼성아파트 입구점,한식,025689936,"서울 강남구 삼성로57길 22, 1층 104호 （대치동）"
,한솥 양재스타클래스점,한식,025785749,서울 강남구 남부순환로359길 10 1층
,한솥도시락,일반대중음식,024458866,"서울 강남구 일원로 41, 1층 （일원동）"
,한솥도시락,한식,0234432445,서울 강남구 논현로175길 61 （신사동）
,한솥도시락,한식,025011144,"서울 강남구 언주로 427, 1층 111 （역삼동, 디오빌역삼）"
,한솥도시락,한식,025563915,서울 강남구 선릉로 326 （대치동）
,한솥도시락 개포4동점,한식,025729633,"서울 강남구 개포로22길 5 101호（개포동,정빌딩）"
